_id,background,name,plat_id,wdzj_plat_id,status,finished
3736,,瑞银贷,3736,3736,提现困难,1
372,,中纳联投,372,372,提现困难,1
5840,,金龟子,5840,5840,跑路,1
2832,,铄洋金融,2832,2832,提现困难,1
1829,,弘兴金融,1829,1829,跑路,1
4455,,莱芜财富,4455,4455,跑路,1
5349,,好友贷,5349,5349,跑路,1
105,,四达投资,105,105,提现困难,1
4886,,海豚在线,4886,4886,跑路,1
4441,,鹿城资本,4441,4441,跑路,1
4452,,北深贷,4452,4452,跑路,1
5835,,汇兴投资,5835,5835,跑路,1
4856,,嘉骏创投,4856,4856,提现困难,1
2685,,博宇金融,2685,2685,跑路,1
5050,,信誉99,5050,5050,跑路,1
5290,,源牛金融,5290,5290,跑路,1
5359,,瑞朝汇,5359,5359,跑路,1
5836,,泰博投资,5836,5836,跑路,1
5323,,小鸟在线,5323,5323,跑路,1
385,,中宝财富,385,385,跑路,1
4429,,世誉投融城,4429,4429,跑路,1
5551,,好富金融,5551,5551,跑路,1
872,,众投未来,872,872,提现困难,1
2442,,牡丹财富,2442,2442,跑路,1
4644,,喆晨贷,4644,4644,跑路,1
172,,徽融通,172,172,提现困难,1
153,,山水聚宝,153,153,提现困难,1
3715,,钦联财富,3715,3715,提现困难,1
1947,,创联汇通,1947,1947,跑路,1
3710,,慈甬贷,3710,3710,跑路,1
4427,,桂宾贷,4427,4427,跑路,1
1961,,恒有钱,1961,1961,提现困难,1
608,,融易理财,608,608,跑路,1
2493,,宏伟贷,2493,2493,跑路,1
4422,,穗实财富,4422,4422,跑路,1
1016,,苏融贷,1016,1016,提现困难,1
4304,,商赢金融,4304,4304,跑路,1
5838,,世纪金投财富,5838,5838,跑路,1
4774,,咏湘鑫,4774,4774,跑路,1
5689,,巨牛财富（粤）,5689,5689,提现困难,1
3355,,顺鑫助农贷,3355,3355,跑路,1
6002,,我帮你贷,6002,6002,提现困难,1
326,,易融贷,326,326,跑路,1
1417,,尚佳财富,1417,1417,跑路,1
5955,,双兴信投,5955,5955,跑路,1
4642,,百家财富（冀）,4642,4642,提现困难,1
58,,e速贷,58,58,经侦介入,1
5661,,盈富投资,5661,5661,跑路,1
1769,,八戒宝,1769,1769,提现困难,1
2784,,云信贷,2784,2784,提现困难,1
4595,,企银投资,4595,4595,跑路,1
5214,,梦想贷,5214,5214,跑路,1
1318,,富爸爸,1318,1318,跑路,1
480,,汇投资,480,480,提现困难,1
4609,,汇富贷,4609,4609,经侦介入,1
2253,,福祥创投,2253,2253,跑路,1
571,,金策通,571,571,提现困难,1
3130,,信东创赢,3130,3130,提现困难,1
4372,,钱宝贝,4372,4372,提现困难,1
5839,,商众贷,5839,5839,跑路,1
5521,,天宏投资,5521,5521,跑路,1
5866,,商票通,5866,5866,跑路,1
4350,,帮投网,4350,4350,提现困难,1
3869,,钱利网,3869,3869,跑路,1
4646,,信仁财富,4646,4646,跑路,1
4787,,阿宝贷,4787,4787,跑路,1
5865,,胡巴在线,5865,5865,跑路,1
4034,,挣钱宝,4034,4034,跑路,1
4294,,E贷网,4294,4294,提现困难,1
412,,润锦众成,412,412,跑路,1
1663,,天昊财富,1663,1663,跑路,1
2116,,金帝财富,2116,2116,跑路,1
3479,,恒硕金融,3479,3479,跑路,1
4517,,鼎鑫资本,4517,4517,跑路,1
4900,,益君贷,4900,4900,跑路,1
2069,,港润信贷,2069,2069,提现困难,1
4373,,鑫誉汇,4373,4373,跑路,1
4374,,信捷投资,4374,4374,跑路,1
4376,,子昂众盈,4376,4376,跑路,1
4377,,合众筹,4377,4377,跑路,1
3410,,融易贷（豫）,3410,3410,提现困难,1
1410,,渝都贷,1410,1410,跑路,1
5782,,徽贷网,5782,5782,跑路,1
2073,,康恒财富,2073,2073,跑路,1
359,,基因创投,359,359,提现困难,1
4022,,明利财富,4022,4022,提现困难,1
4378,,赤盈宝,4378,4378,跑路,1
4677,,牛宝宝理财,4677,4677,跑路,1
4976,,言融财富,4976,4976,跑路,1
5861,,创杰投资,5861,5861,跑路,1
5869,,天恒泰财富,5869,5869,跑路,1
5872,,永润投资,5872,5872,跑路,1
6044,,蜀互贷,6044,6044,跑路,1
992,,小熊在线,992,992,跑路,1
5313,,易联天下,5313,5313,提现困难,1
5247,,升金贷,5247,5247,跑路,1
5367,,招时贷,5367,5367,跑路,1
3561,,中润e在线,3561,3561,跑路,1
1891,,菜苗金融,1891,1891,提现困难,1
4823,,8号金铺,4823,4823,跑路,1
5339,,富沧金融,5339,5339,提现困难,1
1481,,聚金汇财,1481,1481,跑路,1
2392,,隆和财富,2392,2392,跑路,1
4371,,聚福银汇,4371,4371,跑路,1
5372,,日月财富,5372,5372,跑路,1
5871,,信诺金融,5871,5871,跑路,1
5229,,鑫乾财富,5229,5229,跑路,1
2133,,国惠金融,2133,2133,提现困难,1
259,,e生财富,259,259,提现困难,1
5787,,玖伍投资,5787,5787,跑路,1
5863,,金赢家投资,5863,5863,跑路,1
155,,酷贷网,155,155,跑路,1
705,,房贷通,705,705,跑路,1
847,,盛开网,847,847,跑路,1
1042,,嘉嘉易贷,1042,1042,跑路,1
1495,,银信贷（豫）,1495,1495,跑路,1
1517,,福润融通,1517,1517,跑路,1
2169,,强宏信贷,2169,2169,跑路,1
2723,,普惠利德,2723,2723,跑路,1
2797,,冀鑫财富,2797,2797,跑路,1
3007,,海金贷,3007,3007,跑路,1
3447,,明日资本,3447,3447,跑路,1
5762,,军成财富,5762,5762,跑路,1
5765,,一洲融通,5765,5765,跑路,1
5818,,万代福基金,5818,5818,跑路,1
4256,,金盈财富,4256,4256,跑路,1
4259,,爱优益,4259,4259,跑路,1
5196,,伦取贷,5196,5196,跑路,1
5868,,钱理宝,5868,5868,跑路,1
1445,,广佛e家,1445,1445,跑路,1
4261,,川金贷,4261,4261,跑路,1
5910,,天贷金融,5910,5910,跑路,1
4216,,微财金融,4216,4216,提现困难,1
548,,褔易贷,548,548,跑路,1
1109,,中续投资,1109,1109,跑路,1
4229,,贝米在线,4229,4229,跑路,1
5394,,互金投资,5394,5394,跑路,1
1535,,优财树,1535,1535,跑路,1
3555,,一辰创投,3555,3555,跑路,1
5912,,丹鼎投资,5912,5912,跑路,1
519,,财源宝,519,519,提现困难,1
936,,信他贷,936,936,跑路,1
1326,,创安财富,1326,1326,跑路,1
2089,,安鑫金融,2089,2089,跑路,1
4258,,银淦诚,4258,4258,跑路,1
4828,,财源网,4828,4828,提现困难,1
1889,,徽金所,1889,1889,经侦介入,1
4170,,信乐贷,4170,4170,跑路,1
284,,幸福贷,284,284,提现困难,1
4018,,至尊宝,4018,4018,跑路,1
4972,,鑫环投资,4972,4972,跑路,1
2196,,指南针,2196,2196,跑路,1
2324,,兆鑫财富,2324,2324,跑路,1
5767,,佳昌创投,5767,5767,跑路,1
3150,,蓝象金服,3150,3150,跑路,1
4260,,友利汇,4260,4260,跑路,1
568,,财富宝投融,568,568,跑路,1
1128,,中乾在线,1128,1128,跑路,1
1743,,财爷爷,1743,1743,跑路,1
3665,,保本儿,3665,3665,跑路,1
4417,,毅客网,4417,4417,跑路,1
5989,,龙邦投资,5989,5989,提现困难,1
658,,宗亲贷,658,658,跑路,1
3830,,宜众贷,3830,3830,跑路,1
2106,,壹方壹贷,2106,2106,跑路,1
3743,,天天利,3743,3743,跑路,1
3794,,金冠贷,3794,3794,跑路,1
4132,,纯嘉投资,4132,4132,跑路,1
532,,贷乐网,532,532,提现困难,1
782,,融促汇,782,782,提现困难,1
2044,,华夏银泰,2044,2044,跑路,1
2586,,盈汇融,2586,2586,跑路,1
4121,,妙慈投资,4121,4121,跑路,1
4124,,易起创投,4124,4124,跑路,1
4125,,天基投资,4125,4125,跑路,1
4127,,旭贷网,4127,4127,跑路,1
378,,Hi投吧,378,378,提现困难,1
3679,,汴京财富,3679,3679,跑路,1
3707,,楚商创投,3707,3707,跑路,1
4117,,金贷子,4117,4117,跑路,1
4129,,成融贷,4129,4129,跑路,1
5509,,汇金在线,5509,5509,跑路,1
3370,,布贷宝宝,3370,3370,跑路,1
4113,,德鑫财富,4113,4113,跑路,1
4138,,押押贷,4138,4138,跑路,1
4176,,多利金服,4176,4176,跑路,1
765,,拓宏理财网,765,765,跑路,1
4112,,微方财富,4112,4112,跑路,1
4114,,江淮财富,4114,4114,跑路,1
1253,,家园贷,1253,1253,跑路,1
2218,,广通贷,2218,2218,跑路,1
2714,,墨竹轩电子,2714,2714,跑路,1
3315,,百家财富（鲁）,3315,3315,跑路,1
4091,,金财通,4091,4091,跑路,1
4999,,投融租,4999,4999,提现困难,1
4690,,惠信宝,4690,4690,提现困难,1
4093,,咱去投,4093,4093,跑路,1
3765,,惠卡贷,3765,3765,提现困难,1
1415,,投牛网,1415,1415,跑路,1
4081,,纵横投资,4081,4081,跑路,1
4082,,创金财富,4082,4082,跑路,1
4083,,益盛财富,4083,4083,跑路,1
301,,飞速贷,301,301,提现困难,1
667,,聚投融,667,667,提现困难,1
1908,,永贷宝,1908,1908,跑路,1
3619,,水金所,3619,3619,跑路,1
1862,,宜倡财富,1862,1862,提现困难,1
2117,,众润金融,2117,2117,跑路,1
2179,,新港e贷,2179,2179,跑路,1
5792,,M21金融,5792,5792,跑路,1
5823,,积木金融,5823,5823,跑路,1
5824,,聚融理财,5824,5824,跑路,1
5933,,理财嘉年华,5933,5933,跑路,1
600,,中益信金融,600,600,提现困难,1
2620,,佰家创投,2620,2620,跑路,1
2658,,甲富乾财富,2658,2658,跑路,1
6165,,誉丰财富,6165,6165,跑路,1
4019,,善德财富,4019,4019,提现困难,1
2131,,车当铺,2131,2131,跑路,1
4071,,微投所,4071,4071,提现困难,1
649,,易街金融,649,649,跑路,1
1904,,乐投网,1904,1904,跑路,1
2125,,红顶财富,2125,2125,跑路,1
2128,,济赢财富,2128,2128,跑路,1
4056,,草原理财,4056,4056,跑路,1
1572,,金华财富,1572,1572,跑路,1
1689,,财玖有财,1689,1689,跑路,1
2373,,你投我贷,2373,2373,跑路,1
2487,,快乐e贷,2487,2487,跑路,1
3574,,徽商财富,3574,3574,提现困难,1
5974,,玖宝创投,5974,5974,提现困难,1
6007,,金百利,6007,6007,提现困难,1
2160,,筑梦天使,2160,2160,跑路,1
3817,,召鑫财富,3817,3817,跑路,1
4007,,华飞资本,4007,4007,跑路,1
4008,,通达财富,4008,4008,跑路,1
4903,,鑫浩伟融,4903,4903,跑路,1
4905,,东岳金融,4905,4905,跑路,1
5921,,宇坤投资,5921,5921,跑路,1
1194,,互利贷,1194,1194,跑路,1
32,,融资城,32,32,经侦介入,1
2129,,晨诺贷,2129,2129,跑路,1
2205,,不倒翁贷,2205,2205,跑路,1
3724,,融大在线,3724,3724,跑路,1
4062,,浙江贷,4062,4062,跑路,1
4074,,汇富帮,4074,4074,跑路,1
1047,,创赢易贷,1047,1047,提现困难,1
1115,,中银号,1115,1115,跑路,1
1462,,沪商在线,1462,1462,跑路,1
5776,,融信金融,5776,5776,跑路,1
2265,,金葫篓,2265,2265,跑路,1
3988,,玖信理财,3988,3988,跑路,1
3990,,鼎日投资,3990,3990,跑路,1
4075,,乘10理财,4075,4075,跑路,1
4060,,帝业投资,4060,4060,经侦介入,1
1424,,一家人财富,1424,1424,提现困难,1
4069,,999理财,4069,4069,跑路,1
4832,,亨丰理财,4832,4832,提现困难,1
3406,,爱定投,3406,3406,提现困难,1
3969,,盛世财富（鄂）,3969,3969,提现困难,1
2050,,中纳资本,2050,2050,跑路,1
3979,,米兰金融,3979,3979,跑路,1
3981,,民大投资,3981,3981,跑路,1
4453,,财行者,4453,4453,提现困难,1
840,,虹银财富,840,840,跑路,1
1709,,齐鲁恒信贷,1709,1709,跑路,1
1749,,红牛贷,1749,1749,跑路,1
1851,,金联投资,1851,1851,跑路,1
2027,,财道金融,2027,2027,跑路,1
3966,,金蛋E贷,3966,3966,跑路,1
5832,,跃坚财富,5832,5832,提现困难,1
1119,,汇富创投,1119,1119,跑路,1
1586,,天翼贷,1586,1586,跑路,1
2637,,盛世财富（鲁）,2637,2637,跑路,1
3971,,建泰投资,3971,3971,跑路,1
3975,,金坤投资,3975,3975,跑路,1
748,,乐投资,748,748,提现困难,1
5793,,易益贷,5793,5793,提现困难,1
835,,诺辰财富,835,835,跑路,1
3954,,聚商一百,3954,3954,跑路,1
3957,,金瑞盈,3957,3957,跑路,1
5240,,鸿泰源投资,5240,5240,提现困难,1
520,,黑火金融,520,520,提现困难,1
3952,,腾略创投,3952,3952,跑路,1
5843,,小旺旺理财,5843,5843,跑路,1
1187,,贷贷巴,1187,1187,提现困难,1
2170,,安穗金融,2170,2170,跑路,1
3950,,江腾金融,3950,3950,跑路,1
3951,,世成贷,3951,3951,跑路,1
2437,,好投金服,2437,2437,跑路,1
591,,盈天下,591,591,提现困难,1
1935,,东起投资,1935,1935,提现困难,1
332,,有存网,332,332,跑路,1
576,,蓝岸创投,576,576,跑路,1
1151,,昊华财富,1151,1151,跑路,1
3916,,迅益贷,3916,3916,跑路,1
2158,,金蟾在线,2158,2158,提现困难,1
2380,,小鸡在线,2380,2380,提现困难,1
5390,,鼎上聚财,5390,5390,提现困难,1
912,,方便贷,912,912,跑路,1
2776,,591车贷,2776,2776,跑路,1
3629,,滴水微贷,3629,3629,跑路,1
3844,,万元财富,3844,3844,跑路,1
3940,,信贷365,3940,3940,跑路,1
3953,,港兴投资,3953,3953,跑路,1
4849,,全网慧通,4849,4849,跑路,1
5378,,金扣理财,5378,5378,跑路,1
5930,,盛财富,5930,5930,跑路,1
5951,,真诚贷,5951,5951,跑路,1
5964,,亿泰格翔,5964,5964,提现困难,1
693,,金口袋,693,693,跑路,1
4918,,益满金,4918,4918,跑路,1
5900,,聚淘理财,5900,5900,跑路,1
5902,,优特财富,5902,5902,跑路,1
5903,,万众创投,5903,5903,跑路,1
903,,宝利金融,903,903,跑路,1
3905,,瑞金资本,3905,3905,跑路,1
3906,,凯盈财富,3906,3906,跑路,1
3907,,云融通,3907,3907,跑路,1
4686,,万合理财,4686,4686,跑路,1
1766,,百川创投,1766,1766,跑路,1
661,,理财邦,661,661,提现困难,1
1550,,广惠人,1550,1550,提现困难,1
3887,,桂融贷,3887,3887,跑路,1
908,,91快车,908,908,跑路,1
3939,,携成贷,3939,3939,跑路,1
1543,,三农资本,1543,1543,提现困难,1
148,,在线贷,148,148,提现困难,1
3885,,好运财富,3885,3885,提现困难,1
1217,,荔园银河系,1217,1217,跑路,1
3886,,广佳贷,3886,3886,跑路,1
5393,,峰岚投资,5393,5393,跑路,1
5805,,帮荣投资,5805,5805,跑路,1
4090,,融业网,4090,4090,提现困难,1
638,,我企贷,638,638,跑路,1
3866,,亚投财富,3866,3866,提现困难,1
3690,,财意创投,3690,3690,跑路,1
5794,,康盛投资,5794,5794,跑路,1
790,,融通e贷,790,790,跑路,1
994,,沪联在线,994,994,跑路,1
3656,,有道财富,3656,3656,跑路,1
3820,,云腾信,3820,3820,跑路,1
1579,,融信贷,1579,1579,跑路,1
3808,,鼎方投资,3808,3808,跑路,1
3815,,汉本在线,3815,3815,跑路,1
3852,,立贷通,3852,3852,跑路,1
3737,,万遇金融,3737,3737,跑路,1
3738,,敏迎投资,3738,3738,跑路,1
5413,,网金财富,5413,5413,提现困难,1
5092,,天天搜贷,5092,5092,跑路,1
404,,和诚德在线,404,404,提现困难,1
329,,e融在线,329,329,跑路,1
2423,,富宏金融,2423,2423,跑路,1
3065,,茂荣投资,3065,3065,跑路,1
4844,,宝诚金融,4844,4844,跑路,1
5924,,投人贷,5924,5924,跑路,1
1376,,惠宜投资,1376,1376,提现困难,1
2939,,鲁融贷,2939,2939,提现困难,1
4572,,天豪财富,4572,4572,跑路,1
5116,,交通易投,5116,5116,跑路,1
1442,,e租宝,1442,1442,经侦介入,1
3584,,常盈财富,3584,3584,提现困难,1
3136,,人人爱投,3136,3136,跑路,1
3594,,诚铭投资,3594,3594,跑路,1
3599,,太阳金服,3599,3599,跑路,1
3601,,浙信贷,3601,3601,跑路,1
4337,,胜天金融,4337,4337,跑路,1
1606,,投融无忧,1606,1606,提现困难,1
4177,,6金所,4177,4177,跑路,1
1599,,环鑫金融,1599,1599,跑路,1
3509,,金赋财富,3509,3509,跑路,1
3581,,宏高资本,3581,3581,跑路,1
3725,,德丰投资,3725,3725,跑路,1
5935,,德益网,5935,5935,跑路,1
2150,,中盛金服,2150,2150,提现困难,1
3567,,新华贷,3567,3567,提现困难,1
3578,,壹唯世创投资,3578,3578,跑路,1
5778,,汇宝创投,5778,5778,跑路,1
112,,15贷,112,112,提现困难,1
3847,,红景创投,3847,3847,提现困难,1
1418,,交融所,1418,1418,跑路,1
3621,,亚联贷,3621,3621,跑路,1
3624,,贺翔财富,3624,3624,跑路,1
3627,,浙配资网,3627,3627,跑路,1
3628,,珊湖财富,3628,3628,跑路,1
3630,,微尘聚金,3630,3630,跑路,1
3631,,网梦创投,3631,3631,跑路,1
3633,,鸿磊财富,3633,3633,跑路,1
3635,,一诺创投,3635,3635,跑路,1
5954,,宏富创投,5954,5954,跑路,1
1692,,饭盒金服,1692,1692,跑路,1
3552,,欣鼎贷,3552,3552,跑路,1
3554,,舒心贷,3554,3554,跑路,1
4907,,新天成,4907,4907,跑路,1
5784,,卓鹏贷,5784,5784,跑路,1
6166,,富嘉资本,6166,6166,跑路,1
952,,信财贷,952,952,提现困难,1
3531,,鑫满盈,3531,3531,提现困难,1
318,,一起富,318,318,跑路,1
327,,农商贷（皖）,327,327,跑路,1
522,,世昌金融,522,522,跑路,1
1267,,速银E贷,1267,1267,跑路,1
1350,,云联贷,1350,1350,跑路,1
1556,,钱好贷,1556,1556,跑路,1
1940,,星云网,1940,1940,跑路,1
2081,,百事得财富,2081,2081,跑路,1
2846,,躺赢财富,2846,2846,跑路,1
3538,,荣钻贷,3538,3538,跑路,1
3539,,鸿屹资本,3539,3539,跑路,1
3540,,祥晨财富,3540,3540,跑路,1
3541,,宝丰易贷,3541,3541,跑路,1
3545,,贷记宝,3545,3545,跑路,1
3546,,国鼎投融,3546,3546,跑路,1
3547,,亚厚财富,3547,3547,跑路,1
3548,,合众融通,3548,3548,跑路,1
3550,,6000贷,3550,3550,跑路,1
3551,,恒通金融,3551,3551,跑路,1
895,,基石在线,895,895,提现困难,1
1582,,德利汇金,1582,1582,跑路,1
3523,,云鼎汇融,3523,3523,跑路,1
3524,,斯格瑞特投资,3524,3524,跑路,1
3525,,鑫汇融合,3525,3525,跑路,1
3526,,助民贷,3526,3526,跑路,1
3527,,壹诺理财,3527,3527,跑路,1
5407,,红易贷,5407,5407,跑路,1
3515,,荣桓世远,3515,3515,提现困难,1
2123,,鑫利源,2123,2123,跑路,1
3514,,零一贷,3514,3514,跑路,1
5807,,恒宏投资,5807,5807,跑路,1
193,,友友贷,193,193,提现困难,1
2472,,机器人金融,2472,2472,提现困难,1
2896,,宏量财富,2896,2896,跑路,1
2977,,博源e贷,2977,2977,跑路,1
3490,,九鼎投资,3490,3490,跑路,1
3495,,龙腾理财,3495,3495,跑路,1
3498,,享投网,3498,3498,跑路,1
3499,,中投瑞银投资,3499,3499,跑路,1
5520,,好易贷,5520,5520,跑路,1
3494,,武汉多利宝,3494,3494,跑路,1
5791,,金饭碗,5791,5791,跑路,1
521,,湘商贷,521,521,跑路,1
1967,,民商理财,1967,1967,提现困难,1
1307,,蜜蜂兵团,1307,1307,跑路,1
1357,,光世界金融,1357,1357,跑路,1
3485,,油财宝,3485,3485,跑路,1
3486,,益民贷,3486,3486,跑路,1
3487,,伊凡诺投资,3487,3487,跑路,1
4087,,鑫融城,4087,4087,跑路,1
3481,,久鼎创投,3481,3481,提现困难,1
4479,,宝通创投,4479,4479,提现困难,1
5920,,蜂窝创投,5920,5920,提现困难,1
4814,,朋泉资本,4814,4814,跑路,1
5811,,信欣财富,5811,5811,跑路,1
3427,,胜达投资,3427,3427,跑路,1
795,,盈信贷,795,795,跑路,1
3435,,处州贷,3435,3435,跑路,1
3504,,融信中盛,3504,3504,跑路,1
5821,,皖通金融,5821,5821,跑路,1
3433,,慧鸣贷,3433,3433,跑路,1
3434,,西北贷,3434,3434,跑路,1
4830,,丰宏投资,4830,4830,跑路,1
36,,开开贷,36,36,提现困难,1
796,,钱根源,796,796,跑路,1
3431,,欣融贷,3431,3431,跑路,1
3432,,宝金所,3432,3432,跑路,1
4812,,上开投资,4812,4812,跑路,1
4820,,乐点贷,4820,4820,跑路,1
4846,,久金投资,4846,4846,跑路,1
5412,,信利财富,5412,5412,提现困难,1
3426,,蔬泽创投,3426,3426,跑路,1
3489,,汇投汇贷,3489,3489,提现困难,1
3358,,金满盆,3358,3358,跑路,1
4798,,众银财富,4798,4798,跑路,1
4831,,富维贷,4831,4831,跑路,1
3675,,利商贷,3675,3675,跑路,1
928,,万民投资,928,928,提现困难,1
3357,,小蜜蜂理财,3357,3357,跑路,1
3217,,久久理财,3217,3217,提现困难,1
386,,网络贷,386,386,提现困难,1
973,,睿圣宏泰,973,973,跑路,1
4175,,正祥资本,4175,4175,跑路,1
4837,,君昌投资,4837,4837,跑路,1
3310,,58钱管家,3310,3310,跑路,1
5108,,升财网,5108,5108,跑路,1
2883,,储金所,2883,2883,跑路,1
1287,,玄谷金融,1287,1287,提现困难,1
5806,,峰尚易贷,5806,5806,跑路,1
561,,讯贷网,561,561,经侦介入,1
1382,,春鹏易贷,1382,1382,提现困难,1
733,,首机贷,733,733,跑路,1
3305,,贵禄财富,3305,3305,跑路,1
5779,,三方创富,5779,5779,跑路,1
1733,,汇利通,1733,1733,提现困难,1
3307,,第四市场,3307,3307,提现困难,1
4811,,盛天创投,4811,4811,跑路,1
4835,,华美投资,4835,4835,跑路,1
2557,,萨贝尔贷,2557,2557,提现困难,1
3054,,车妈妈,3054,3054,提现困难,1
2417,,金满仓,2417,2417,跑路,1
3219,,友信网投,3219,3219,提现困难,1
4809,,投红木网,4809,4809,跑路,1
2184,,鑫茂创投,2184,2184,跑路,1
5276,,宝丰财富（鲁）,5276,5276,跑路,1
43,,点点贷,43,43,提现困难,1
773,,本利宝,773,773,跑路,1
56,,808信贷,56,56,提现困难,1
5812,,赫轩投资,5812,5812,跑路,1
641,,国控小微,641,641,提现困难,1
303,,艺商贷,303,303,经侦介入,1
3172,,方圆财富,3172,3172,提现困难,1
1903,,前海e贷,1903,1903,跑路,1
5768,,速得贷,5768,5768,提现困难,1
5780,,钱呗多理财,5780,5780,跑路,1
931,,沃资本,931,931,提现困难,1
1324,,财智魔方,1324,1324,跑路,1
2191,,金裤兜,2191,2191,跑路,1
4819,,隆辉财富,4819,4819,跑路,1
1433,,广筹网,1433,1433,跑路,1
1720,,老友贷,1720,1720,提现困难,1
5498,,网借宝,5498,5498,提现困难,1
3077,,孔礼贷,3077,3077,跑路,1
3099,,零薪投资,3099,3099,跑路,1
3100,,速帮经济,3100,3100,跑路,1
2342,,一站贷,2342,2342,跑路,1
1477,,金承易通,1477,1477,跑路,1
3076,,璀璨明珠,3076,3076,跑路,1
4707,,皇家金融,4707,4707,跑路,1
642,,富达亚金融,642,642,经侦介入,1
3133,,合利在线,3133,3133,经侦介入,1
2541,,融卷风,2541,2541,跑路,1
6006,,盛鑫财富,6006,6006,跑路,1
5922,,全优理财,5922,5922,提现困难,1
493,,爱投网,493,493,提现困难,1
490,,好乐易贷,490,490,跑路,1
3060,,亿信金融,3060,3060,跑路,1
3063,,发利网,3063,3063,跑路,1
3067,,文茂创投,3067,3067,跑路,1
3068,,合筑资本,3068,3068,跑路,1
5801,,金通财富,5801,5801,跑路,1
358,,商易贷,358,358,提现困难,1
2008,,富裕财富,2008,2008,提现困难,1
1929,,唐人贷,1929,1929,跑路,1
3819,,宝筹网,3819,3819,跑路,1
4827,,财术理财,4827,4827,提现困难,1
2177,,银禾财富,2177,2177,跑路,1
3002,,潜力股,3002,3002,跑路,1
1184,,万城汇丰,1184,1184,跑路,1
2958,,御声资本,2958,2958,跑路,1
4813,,日收宝,4813,4813,跑路,1
5803,,卓越易贷,5803,5803,跑路,1
2932,,弘利创投,2932,2932,提现困难,1
2933,,顺融易贷,2933,2933,提现困难,1
2115,,豫麟创投,2115,2115,跑路,1
2934,,财利通,2934,2934,跑路,1
2532,,赢金贷,2532,2532,提现困难,1
2919,,金线财富,2919,2919,提现困难,1
2922,,彩虹财富,2922,2922,提现困难,1
2923,,亿鑫贷,2923,2923,跑路,1
2931,,创信泰冠,2931,2931,跑路,1
2884,,酬信投融,2884,2884,跑路,1
2885,,卓彤网,2885,2885,跑路,1
2886,,诺一创投,2886,2886,提现困难,1
2872,,宝鼎投资,2872,2872,跑路,1
2870,,轩正创投,2870,2870,提现困难,1
2839,,保诚财富,2839,2839,跑路,1
2811,,华源投资,2811,2811,跑路,1
2824,,和泰投资,2824,2824,跑路,1
2837,,华深拓业投资,2837,2837,跑路,1
1896,,正和创投,1896,1896,跑路,1
2012,,豪泰网贷,2012,2012,跑路,1
2812,,财安贷,2812,2812,跑路,1
2821,,泰信财富,2821,2821,跑路,1
2822,,元邦创投,2822,2822,跑路,1
2814,,诺信创投,2814,2814,提现困难,1
2795,,中银投资担保,2795,2795,跑路,1
2834,,微利众贷,2834,2834,跑路,1
1845,,顺鑫贷,1845,1845,跑路,1
2791,,冠丰投资,2791,2791,跑路,1
1978,,红兴e贷,1978,1978,跑路,1
2807,,鑫十贷,2807,2807,跑路,1
2063,,互融城,2063,2063,跑路,1
2774,,中汇通投资,2774,2774,跑路,1
535,,国湘资本,535,535,经侦介入,1
2790,,锦慧通,2790,2790,跑路,1
2792,,易融投资,2792,2792,跑路,1
2231,,盛凯禄财富,2231,2231,跑路,1
2764,,稳收宝,2764,2764,跑路,1
2763,,永融贷,2763,2763,跑路,1
2793,,天利诚投资,2793,2793,跑路,1
1770,,创新众投,1770,1770,提现困难,1
1727,,人人商贷,1727,1727,跑路,1
2794,,宝都e贷,2794,2794,跑路,1
5914,,鑫丰易贷,5914,5914,跑路,1
1622,,斗金贷,1622,1622,提现困难,1
2719,,三块钱,2719,2719,跑路,1
2720,,首信贷,2720,2720,跑路,1
1355,,成融理财,1355,1355,跑路,1
2722,,嘉富财富,2722,2722,跑路,1
1855,,永顺贷,1855,1855,跑路,1
2693,,金鼎投资,2693,2693,跑路,1
5814,,惠泽通,5814,5814,提现困难,1
299,,钱贷贷,299,299,经侦介入,1
1094,,众筹投资,1094,1094,跑路,1
1413,,优旺诺祥,1413,1413,跑路,1
1660,,泽业财富,1660,1660,跑路,1
2660,,乾客天下,2660,2660,跑路,1
2661,,卓越财富,2661,2661,跑路,1
2663,,永盈财富,2663,2663,跑路,1
2664,,宇鑫人人贷,2664,2664,跑路,1
2665,,煜尊财富,2665,2665,跑路,1
2668,,泽鑫宝,2668,2668,跑路,1
2673,,浙融创投,2673,2673,跑路,1
2676,,智邦创投,2676,2676,跑路,1
2677,,中广财富,2677,2677,跑路,1
2679,,中融速贷,2679,2679,跑路,1
2681,,中银汇通（粤）,2681,2681,跑路,1
2682,,众达贷,2682,2682,跑路,1
2684,,众富随心贷,2684,2684,跑路,1
2689,,运兴嘉筑,2689,2689,跑路,1
3941,,中金e贷,3941,3941,跑路,1
4799,,中国贷,4799,4799,跑路,1
1071,,微投网,1071,1071,经侦介入,1
2716,,沃坤投资,2716,2716,跑路,1
2631,,昆石投资,2631,2631,跑路,1
2632,,云通金融,2632,2632,跑路,1
2634,,凯大投资,2634,2634,跑路,1
2638,,华幕投资,2638,2638,跑路,1
2659,,龙腾投资,2659,2659,跑路,1
1136,,富润金融,1136,1136,经侦介入,1
2627,,瑞言贷,2627,2627,跑路,1
2629,,邦慧投资,2629,2629,跑路,1
2630,,润海创投,2630,2630,跑路,1
5786,,滨学贷,5786,5786,提现困难,1
2575,,追潮投资,2575,2575,提现困难,1
2574,,多好贷,2574,2574,提现困难,1
