_id,background,day,investor_0to1w,investor_100w_up,investor_10to100w,investor_1to10w,name,plat_id,status,wdzj_plat_id,borrower_0to20w,borrower_100w_up,borrower_20to100w,return_rate_diff_0to1m,return_rate_diff_1to2m,return_rate_diff_2to3m,return_rate_diff_3to6m,return_rate_diff_6m_up,complete_time_diff_0to1m,complete_time_diff_1to2m,complete_time_diff_2to3m,complete_time_diff_3to6m,complete_time_diff_6m_up,top_ten_borrower_to_repay,top_ten_investor_to_receice,top_fifty_borrower_to_repay,top_fifty_investor_to_receice,finished
eastlending_2017-10-31,国资系,2017-10-31,608,129,1232,1459,东方汇,eastlending,normal,2001,102,152,327,4.38,6.66,5.56,5.86,6.6,7707.79,36633,5456.04,36427.87,65264.48,7.35,11.6,16.79,20.5,
eastlending_2017-11-30,国资系,2017-11-30,1651,24,585,1154,东方汇,eastlending,normal,2001,188,9,256,6.67,0,5.55,5.94,6.51,20666.32,0,1033.17,37467.39,42279.26,7.27,11.67,16.89,20.73,
eastlending_2017-12-31,国资系,2017-12-31,2243,15,635,1078,东方汇,eastlending,normal,2001,225,8,279,6.5,5.44,5.5,5.75,6.55,42129.67,18264.36,2050,45794.29,44216.33,7.4,12.29,17.05,21.13,
eastlending_2018-01-31,国资系,2018-01-31,224,30,640,1023,东方汇,eastlending,normal,2001,151,14,283,5.46,5.51,0,5.7,6.74,13443.57,11041.48,0,51042.15,45805.03,8.04,12.12,17.97,21.34,
eastlending_2018-02-28,国资系,2018-02-28,230,43,846,1212,东方汇,eastlending,normal,2001,114,17,359,0,5.8,5.66,5.99,6.73,0,0,22611.75,44402.56,34313.62,7.8,12.85,18.1,22.22,
eastlending_2018-03-31,国资系,2018-03-31,356,61,1034,1188,东方汇,eastlending,normal,2001,171,22,441,0,0,5.81,5.9,6.7,0,0,6359.25,32301.04,30247.61,7.5,11.84,17.22,21.12,
eastlending_2018-04-30,国资系,2018-04-30,143,1,53,93,东方汇,eastlending,normal,2001,752,6,2,0,0,0,5.81,6.72,0,0,0,4761.38,4179.67,8.59,11.52,18.93,20.27,
eastlending_2018-05-31,国资系,2018-05-31,130,2,45,78,东方汇,eastlending,normal,2001,801,0,3,0,0,0,5.8,6.39,0,0,0,27.33,51.54,8.18,13.48,19.14,22.75,
eastlending_2018-06-30,国资系,2018-06-30,69,1,28,57,东方汇,eastlending,normal,2001,298,0,10,0,0,5.4,5.69,6.37,0,0,44,62,52.4,9.19,12.58,20.4,22.28,
eastlending_2018-07-31,国资系,2018-07-31,74,2,53,70,东方汇,eastlending,normal,2001,401,0,22,0,0,0,5.69,6.34,0,0,0,14.25,2.55,9.88,12.77,21.28,22.88,
miniwangdai_2017-08-31,风投系,2017-08-31,1954,26,563,1978,迷你贷,miniwangdai,normal,387,165,60,88,0,10.8,11.1,0,12.8,0,533.64,710.39,0,2644,13.02,24.34,57.51,38.76,
miniwangdai_2017-09-30,风投系,2017-09-30,1713,29,561,2103,迷你贷,miniwangdai,normal,387,176,64,109,0,10.8,11.1,0,12.8,0,263.36,245.44,0,10,13.74,20.26,57.91,35.03,
miniwangdai_2017-10-31,风投系,2017-10-31,1606,34,648,2265,迷你贷,miniwangdai,normal,387,160,68,69,0,10.8,11.1,0,12.8,0,328.32,333.61,0,12,13.01,15.09,56.28,30.05,
miniwangdai_2017-11-30,风投系,2017-11-30,1552,30,563,2059,迷你贷,miniwangdai,normal,387,159,79,82,0,10.3,10.6,0,12.3,0,511.41,605.02,0,24.8,10.91,18.95,50.26,34.32,
miniwangdai_2017-12-31,风投系,2017-12-31,1594,35,643,1961,迷你贷,miniwangdai,normal,387,237,74,120,0,10.3,10.6,0,12.3,0,190.31,255.61,0,824.12,11.35,24.99,47.79,39.47,
miniwangdai_2018-01-31,风投系,2018-01-31,1543,40,626,2044,迷你贷,miniwangdai,normal,387,648,66,108,0,10.3,10.6,0,12.3,0,177.8,225.72,0,5.55,9.84,23.37,41.32,38.35,
miniwangdai_2018-02-28,风投系,2018-02-28,1809,31,577,1909,迷你贷,miniwangdai,normal,387,1338,0,84,0,10.3,10.6,0,12.3,0,21.26,174.36,0,11.14,7.8,18.6,22.59,34.19,
miniwangdai_2018-03-31,风投系,2018-03-31,1671,36,571,1902,迷你贷,miniwangdai,normal,387,1052,1,166,0,10.3,10.6,0,12.3,0,56.93,155.48,0,8.59,2.13,14.52,9.94,31.33,
miniwangdai_2018-04-30,风投系,2018-04-30,1672,35,632,1925,迷你贷,miniwangdai,normal,387,1514,0,96,0,10.3,10.6,0,0,0,33.38,207.24,0,0,2.19,15.7,9.5,33.42,
miniwangdai_2018-05-31,风投系,2018-05-31,1641,26,485,1636,迷你贷,miniwangdai,normal,387,1305,0,81,0,10.3,10.6,0,0,0,428.99,398.56,0,0,2.08,21.62,9.15,38.32,
miniwangdai_2018-06-30,风投系,2018-06-30,1550,31,530,1630,迷你贷,miniwangdai,normal,387,1715,0,20,0,10.3,10.6,0,0,0,464.64,456.96,0,0,1.91,28.22,7.63,43.32,
miniwangdai_2018-07-31,风投系,2018-07-31,1238,10,132,751,迷你贷,miniwangdai,normal,387,567,0,2,0,10.3,10.6,0,0,0,1729.47,3057.58,0,0,2.48,34.81,5.96,50.02,
dib66_2017-08-31,民营系,2017-08-31,771,35,872,2009,地标金融,dib66,normal,343,0,18,6,0,10.24,0,11.4,14,0,15768.72,0,21741.38,6838.33,82.72,8.84,100,22.99,
dib66_2017-09-30,民营系,2017-09-30,809,31,866,1990,地标金融,dib66,normal,343,0,26,3,0,10.25,0,11.4,0,0,16742.24,0,9242.09,0,67.47,8.68,100,22.62,
dib66_2017-10-31,民营系,2017-10-31,831,31,790,1934,地标金融,dib66,normal,343,0,18,3,0,10.25,0,0,0,0,14034.78,0,0,0,73.99,8.7,100,22.64,
dib66_2017-11-30,民营系,2017-11-30,790,33,858,1879,地标金融,dib66,normal,343,1,19,6,0,10.24,0,0,0,0,15364.04,0,0,0,71.46,8.42,100,21.72,
dib66_2017-12-31,民营系,2017-12-31,673,47,991,1864,地标金融,dib66,normal,343,0,21,6,0,10.26,0,11.9,13.22,0,17426.58,0,9240.28,3699.75,66.09,8.83,100,22.71,
dib66_2018-01-31,民营系,2018-01-31,801,26,849,1795,地标金融,dib66,normal,343,0,25,7,0,10.26,0,11.69,0,0,16807.51,0,14416.42,0,65.04,8.7,100,21.65,
dib66_2018-02-28,民营系,2018-02-28,669,29,690,1565,地标金融,dib66,normal,343,0,23,3,0,10.24,0,0,0,0,10852.05,0,0,0,62.53,9.09,100,22.3,
dib66_2018-03-31,民营系,2018-03-31,754,24,851,1819,地标金融,dib66,normal,343,0,17,5,0,10.26,0,0,0,0,14331.22,0,0,0,69.06,8.84,100,20.55,
dib66_2018-04-30,民营系,2018-04-30,726,27,910,1764,地标金融,dib66,normal,343,0,26,6,0,10.23,0,11.4,13,0,13336.55,0,7167.65,614.5,58.12,8.21,100,20.25,
dib66_2018-05-31,民营系,2018-05-31,757,19,812,1672,地标金融,dib66,normal,343,1,21,5,0,10.25,11,0,13,0,17752.39,19725.25,0,1766,58.64,8.27,100,20.26,
dib66_2018-06-30,民营系,2018-06-30,644,42,887,1649,地标金融,dib66,normal,343,0,36,6,0,10.24,0,11.08,13.16,0,18974.78,0,13767.38,9674.35,60.06,8.19,99.86,20.92,
dib66_2018-07-31,民营系,2018-07-31,668,23,649,1338,地标金融,dib66,normal,343,0,19,4,0,10.25,10.8,11.4,13.2,0,23526.38,6100.67,15362.59,6058.8,77.89,8.75,100,22.17,
xiangshang360_2017-08-31,民营系,2017-08-31,12532,129,4334,14299,向上金服,xiangshang360,normal,365,136,214,195,8.25,10.04,10.26,10.27,9.97,13918.58,35108.77,36277.36,37553.26,18799.49,9.33,1.66,32.04,5.44,
xiangshang360_2017-09-30,民营系,2017-09-30,13400,87,3542,12946,向上金服,xiangshang360,normal,365,77,166,162,7.96,10.07,10.06,9.69,9.95,15068.57,37631.38,42098.93,29590.51,21039.19,10.3,1.62,36.07,5.48,
xiangshang360_2017-10-31,民营系,2017-10-31,11208,112,3977,13368,向上金服,xiangshang360,normal,365,75,151,182,7.8,9.48,10.31,9.97,10.03,14255.88,38167.08,39627.2,32007.24,26513.63,10.63,1.87,39.34,5.64,
xiangshang360_2017-11-30,民营系,2017-11-30,10468,75,3270,12574,向上金服,xiangshang360,normal,365,49,141,161,7.88,8.27,10.17,10.27,9.92,16133.16,57112.68,44600.92,37193.07,40325.72,11.51,2.25,41.29,5.94,
xiangshang360_2017-12-31,民营系,2017-12-31,36140,173,6707,29267,向上金服,xiangshang360,normal,365,38488,195,1215,8.08,9.12,10.29,8.88,11.47,1520.71,468.97,7513.24,2018.66,480,11.84,4.19,38.8,7.48,
xiangshang360_2018-01-31,民营系,2018-01-31,35101,8,361,6546,向上金服,xiangshang360,normal,365,4812,1,95,0,10.05,11.47,10,11.62,0,0.04,0.16,1054482.23,183810.26,0.24,1.55,1.18,4.35,
xiangshang360_2018-02-28,民营系,2018-02-28,48436,4,1040,11647,向上金服,xiangshang360,normal,365,19054,13,344,0,10.03,11.48,11.36,11.56,0,0.36,0.26,0.21,1853.59,0.24,1.62,1.19,4.53,
xiangshang360_2018-03-31,民营系,2018-03-31,25026,24,2859,17709,向上金服,xiangshang360,normal,365,27714,35,897,0,10.05,11.45,11.34,11.59,0,0.13,0.07,0.11,0.47,0.24,1.56,1.2,4.38,
xiangshang360_2018-04-30,民营系,2018-04-30,25793,47,3406,18744,向上金服,xiangshang360,normal,365,29877,37,885,0.58,10.02,10.01,11.29,11.61,0.11,0.15,44.58,0.08,1.12,0.23,1.49,1.15,4.15,
xiangshang360_2018-05-31,民营系,2018-05-31,28908,82,4809,21902,向上金服,xiangshang360,normal,365,36759,41,983,12.74,10.75,12.89,11.27,11.6,32.64,0.24,14.25,0.09,0.74,0.21,1.3,0.88,3.71,
xiangshang360_2018-06-30,民营系,2018-06-30,32782,58,4094,20025,向上金服,xiangshang360,normal,365,36246,46,936,8.5,10.89,12.78,11.33,11.59,8.95,0.22,0.6,0.08,0.67,0.18,1.26,0.6,3.72,
xiangshang360_2018-07-31,民营系,2018-07-31,62257,62,3862,20700,向上金服,xiangshang360,normal,365,34782,67,1390,10.02,12.36,11.15,11.42,11.6,14.6,4.54,0.14,0.22,0.59,0.2,1.25,0.99,3.79,
5216_2017-08-31,民营系,2017-08-31,8777,1,387,4302,E都市钱包,5216,normal,5216,84,1,526,10.92,8.55,9.93,11.07,13.39,105256.79,33207.13,76164,32063.08,96109.51,0.05,2.96,0.16,8.17,
5216_2017-09-30,民营系,2017-09-30,3768,6,467,2647,E都市钱包,5216,normal,5216,22,0,421,9.26,8.33,9.86,11.04,13.51,86909.4,14430.92,78942.72,46853.49,140816.94,0.05,6.07,0.17,12.49,
5216_2017-10-31,民营系,2017-10-31,3518,2,464,3243,E都市钱包,5216,normal,5216,30,0,467,8.92,8.29,9.34,10.74,12.92,142463.06,17850.85,59505.71,55752.7,113086.83,0.05,5.57,0.16,12.32,
5216_2017-11-30,民营系,2017-11-30,5534,3,410,5550,E都市钱包,5216,normal,5216,243,1,545,9.14,7.66,9.63,10.4,12.77,106701.7,8367.1,64578.29,31335.17,104353.14,0.05,5.02,0.17,10.92,
5216_2017-12-31,民营系,2017-12-31,9081,2,318,3518,E都市钱包,5216,normal,5216,477,0,239,9.98,7.5,8.62,10.18,12.67,135722.53,18065.72,73501.92,41600.44,65005.3,0.05,4.46,0.17,11.95,
5216_2018-01-31,民营系,2018-01-31,4334,4,482,4368,E都市钱包,5216,normal,5216,113522,0,0,7.81,7.51,8.93,10.46,12.74,471.43,10537.88,718917.82,169647.65,403841.46,0.05,4.16,0.17,11.27,
5216_2018-02-28,民营系,2018-02-28,2587,12,924,5001,E都市钱包,5216,normal,5216,92378,0,0,7,7,7,7,7,152838.46,500099.01,1832525.55,5489721.18,8482378.9,0.08,5.66,0.21,13.45,
5216_2018-03-31,民营系,2018-03-31,10001,31,1480,10000,E都市钱包,5216,normal,5216,161380,0,0,7,7,7.11,9.95,8.9,145032.39,858806.07,2018855.03,5702941.81,5281801.1,0.1,4.69,0.23,12.61,
5216_2018-04-30,民营系,2018-04-30,8601,20,1194,10244,E都市钱包,5216,normal,5216,127078,0,0,7,7,7,9.97,5.36,254301.73,882448.14,1926553.87,5552507.11,5594984.51,0.09,4.34,0.21,12.4,
5216_2018-05-31,民营系,2018-05-31,8610,23,1154,8534,E都市钱包,5216,normal,5216,112196,0,0,7.35,7.4,7.89,9.67,8.03,263301.11,698049.93,1776835.29,3248044.04,3363798.58,0.08,4.41,0.21,13.21,
5216_2018-06-30,民营系,2018-06-30,8705,34,1182,7685,E都市钱包,5216,normal,5216,115382,0,0,8.32,8.86,10.29,11.17,10.19,176970,32479.48,73533.14,193054.59,196014.21,0.07,4.68,0.2,13.58,
5216_2018-07-31,民营系,2018-07-31,7709,20,794,4679,E都市钱包,5216,normal,5216,92675,0,0,8.31,8.74,10.29,11.04,12.21,7778.35,714.61,1793.67,6206.08,7433.5,0.09,5.75,0.25,15.52,
jiedai_2017-08-31,风投系,2017-08-31,3224,32,741,2650,钱多多,jiedai,normal,467,2,7,2,0,0,0,0,11.19,0,0,0,0,40437.25,71.78,6.24,100,13.89,
jiedai_2017-09-30,风投系,2017-09-30,2963,69,1219,3245,钱多多,jiedai,normal,467,128,9,17,0,0,0,0,11.14,0,0,0,0,17430.96,74.2,6.24,99.21,14.24,
jiedai_2017-10-31,风投系,2017-10-31,2944,32,652,2704,钱多多,jiedai,normal,467,140,7,9,0,0,0,8.8,11.09,0,0,0,205445,30702.69,69.18,6.54,98.03,14.73,
jiedai_2017-11-30,风投系,2017-11-30,5867,59,761,4195,钱多多,jiedai,normal,467,265,8,15,7.2,0,7.8,8.8,11.06,10095.55,0,11668,71663.31,26853.97,59.38,6.72,96.46,14.8,
jiedai_2017-12-31,风投系,2017-12-31,6718,54,752,3781,钱多多,jiedai,normal,467,381,8,13,7.2,0,7.8,9.07,11.07,4014.78,0,3584,43681.93,26442.08,55.28,6.78,94.74,15.08,
jiedai_2018-01-31,风投系,2018-01-31,5908,29,531,3219,钱多多,jiedai,normal,467,1637,2,61,7.2,0,0,8.8,10.49,5197.12,0,0,35100.33,26909.61,57.08,6.53,86.47,14.55,
jiedai_2018-02-28,风投系,2018-02-28,3314,31,809,3171,钱多多,jiedai,normal,467,2203,1,130,7.3,0,0,8.8,10.21,8078.31,0,0,44340.3,17550.38,51.43,6.38,73.31,14.37,
jiedai_2018-03-31,风投系,2018-03-31,3879,55,1039,3381,钱多多,jiedai,normal,467,2829,0,311,7.2,0,0,8.8,10.2,161.21,0,0,19010.8,14469.18,41.14,6.48,51.84,14.47,
jiedai_2018-04-30,风投系,2018-04-30,3662,31,577,2504,钱多多,jiedai,normal,467,1950,0,204,7.2,0,0,8.8,10.2,654.6,0,0,54035.15,40783.42,36.96,6.62,40.5,14.82,
jiedai_2018-05-31,风投系,2018-05-31,4668,30,616,2764,钱多多,jiedai,normal,467,1999,1,222,7.2,0,0,8.8,10.2,4087.07,0,0,264415,42756.59,25.33,6.43,27.14,15.3,
jiedai_2018-06-30,风投系,2018-06-30,4685,38,579,2351,钱多多,jiedai,normal,467,2102,1,125,7.2,0,0,0,10.2,6782.54,0,0,0,32724.34,10.23,6.68,12.17,15.74,
jiedai_2018-07-31,风投系,2018-07-31,2497,19,287,1596,钱多多,jiedai,normal,467,1163,1,7,7.2,0,0,0,10.2,18149.74,0,0,0,49424.48,6.77,6.78,8.78,16.61,
licaifan_2017-08-31,风投系,2017-08-31,5078,16,1076,6592,理财范,licaifan,normal,500,6209,0,250,7,7.5,7.5,10.5,12,2557.91,13285.65,23893.33,9296.03,1234.98,2.04,3.15,7.02,8.09,
licaifan_2017-09-30,风投系,2017-09-30,5052,20,957,6555,理财范,licaifan,normal,500,4939,0,218,7,0,7.5,10.5,12,2761.19,0,33037.55,37074.47,3967.72,0.96,3.32,2.34,8.07,
licaifan_2017-10-31,风投系,2017-10-31,5277,7,794,6491,理财范,licaifan,normal,500,4585,0,179,7,7.5,7.5,10.5,12,1626.13,44125,42508.48,14604.97,5530.58,0.33,3.4,1.65,8.17,
licaifan_2017-11-30,风投系,2017-11-30,4850,19,1018,6596,理财范,licaifan,normal,500,6533,0,238,7,7.5,7.5,10.5,11.98,1563.27,33233,48411.19,4531.89,5633.24,0.33,2.71,1.63,7.48,
licaifan_2017-12-31,风投系,2017-12-31,4417,10,1016,5387,理财范,licaifan,normal,500,10062,0,197,7,0,7.53,10.5,12,435.57,0,42533.12,3422.17,2759.03,0.32,2.8,1.61,7.75,
licaifan_2018-01-31,风投系,2018-01-31,4806,16,1202,6859,理财范,licaifan,normal,500,5689,0,296,0,0,7.55,10.49,12,0,0,44866.25,4491.28,9308.79,0.31,2.72,1.55,7.56,
licaifan_2018-02-28,风投系,2018-02-28,4923,6,1327,8252,理财范,licaifan,normal,500,8532,0,197,0,7.5,7.5,10.5,12,0,16802.45,40260.27,3654.02,7562.99,0.29,2.38,1.44,6.93,
licaifan_2018-03-31,风投系,2018-03-31,12375,80,2912,11319,理财范,licaifan,normal,500,23774,0,265,0,7.5,7.5,10.5,12,0,5089.14,6073.82,2760.67,2133.38,0.27,2.25,1.34,6.77,
licaifan_2018-04-30,风投系,2018-04-30,4670,20,1398,6820,理财范,licaifan,normal,500,6949,0,372,7,7.5,7.52,10.5,12,154,1130.24,20768.98,8115.59,3955.95,0.28,2.33,1.38,6.9,
licaifan_2018-05-31,风投系,2018-05-31,3729,8,680,3970,理财范,licaifan,normal,500,3447,0,136,0,7.5,9,10.5,12,0,23541.83,37968.99,10720.9,4781.26,0.27,2.39,1.37,7.01,
licaifan_2018-06-30,风投系,2018-06-30,3301,9,729,4064,理财范,licaifan,normal,500,3842,0,178,0,7.5,9,10.47,12,0,28657.16,55458.54,6452.53,4833.71,0.28,2.47,1.38,7.28,
licaifan_2018-07-31,风投系,2018-07-31,2238,8,279,1844,理财范,licaifan,normal,500,2374,0,78,7,7.5,9,10.46,12.03,117914.73,8572.7,64899.23,11686.52,8930.87,0.28,2.51,1.42,7.46,
3596_2017-08-31,上市系,2017-08-31,3461,24,615,3208,e融所,3596,normal,3596,1310,0,530,15,8.03,8.55,9.07,11.5,10890.68,11333.31,26573.33,9544.19,19240.47,1.12,15.68,4.36,28.38,
3596_2017-09-30,上市系,2017-09-30,4284,14,444,2891,e融所,3596,normal,3596,1190,0,405,15,8.02,8.63,9.14,11.36,10086.54,11405.3,67026.6,18165.59,32322.31,1,14.14,3.9,25.79,
3596_2017-10-31,上市系,2017-10-31,3595,18,468,3198,e融所,3596,normal,3596,1543,0,345,15,8.01,8.7,9.09,11.33,11052.26,8876.79,69193.71,10039.04,26061.69,0.89,13.17,3.11,24.34,
3596_2017-11-30,上市系,2017-11-30,4851,21,832,4653,e融所,3596,normal,3596,2185,0,529,15,8.02,8.74,9.21,11.27,6509.02,6663.36,30699.41,9746.02,7652.49,0.74,11.16,2.55,21.06,
3596_2017-12-31,上市系,2017-12-31,4518,18,582,4296,e融所,3596,normal,3596,1848,0,425,15,8.19,8.73,9.27,11.3,6592.35,2990,60101.78,5775,6017.47,0.71,10.05,2.68,19.37,
3596_2018-01-31,上市系,2018-01-31,2640,21,602,3577,e融所,3596,normal,3596,4231,0,200,14.33,8.01,8.86,9.39,9.98,4936.11,2540.92,2475.5,3014.07,4.89,0.73,9.46,2.85,18.59,
3596_2018-02-28,上市系,2018-02-28,2473,42,1239,5121,e融所,3596,normal,3596,5914,3,409,0,8.5,8.61,9.96,10.04,0,1737,2045.33,762.89,0.03,0.81,7.18,3.53,16.5,
3596_2018-03-31,上市系,2018-03-31,1629,29,754,3542,e融所,3596,normal,3596,4612,1,219,0,8.5,8.5,9.39,10.07,0,123,201.5,269.4,0.01,1.03,7.47,4.15,17.33,
3596_2018-04-30,上市系,2018-04-30,1075,0,140,1085,e融所,3596,normal,3596,1411,0,40,0,0,0,8.34,9.55,0,0,0,8402,0,1.07,6.01,3.97,15.52,
3596_2018-05-31,上市系,2018-05-31,1480,2,170,1330,e融所,3596,normal,3596,2022,0,36,0,0,0,0,9.57,0,0,0,0,0,1.16,5.47,3.94,14.36,
3596_2018-06-30,上市系,2018-06-30,1791,4,150,1557,e融所,3596,normal,3596,2628,0,54,0,0,0,0,9.39,0,0,0,0,0,1.17,5.42,3.91,14.07,
3596_2018-07-31,上市系,2018-07-31,1009,0,63,702,e融所,3596,normal,3596,2444,0,9,0,0,0,0,9.27,0,0,0,0,0,1.16,5,3.91,13.35,
7010_2017-06-30,,2017-06-30,2478,12,584,2836,云端金融,7010,提现困难,7010,20,32,239,10.98,11.5,12.38,0,0,76909.07,62770.03,66809.25,0,0,7.16,5.97,31,18.02,
7010_2017-07-31,,2017-07-31,2384,14,767,3082,云端金融,7010,提现困难,7010,20,52,239,10.39,11.65,12.38,0,0,75618.6,79613.37,24306.26,0,0,5.86,4.77,29.32,15.2,
7010_2017-08-31,,2017-08-31,3580,2,710,3844,云端金融,7010,提现困难,7010,22,3,380,12.61,12.12,12.22,0,0,69855.18,62724.8,41418.78,0,0,4.78,3.72,23.87,11.87,
7010_2017-09-30,,2017-09-30,3169,8,1036,5123,云端金融,7010,提现困难,7010,39,0,511,13.47,11.9,12.5,0,0,42665.79,46026.66,25785.96,0,0,2.79,3.05,10.78,9.95,
7010_2017-10-31,,2017-10-31,2839,7,911,4811,云端金融,7010,提现困难,7010,52,1,468,12.73,11.67,12.64,0,0,45534.38,38279.98,41537.86,0,0,3.23,3.31,10.83,9.87,
7010_2017-11-30,,2017-11-30,2636,9,1071,4927,云端金融,7010,提现困难,7010,40,2,537,12.47,11.76,12.61,0,0,51696.53,43210.96,30674.44,0,0,1.83,3.58,9.01,9.79,
7010_2017-12-31,,2017-12-31,2476,10,1036,4862,云端金融,7010,提现困难,7010,41,0,524,12.42,11.58,12.71,0,0,47369.46,46292.19,32594.71,0,0,1.74,3.83,8.56,10.33,
7010_2018-01-31,,2018-01-31,2184,8,832,4285,云端金融,7010,提现困难,7010,0,0,505,14.83,9.25,11.97,12.18,0,52178.38,31038.71,48965.65,24873.21,0,1.88,3.45,9.38,10.6,
7010_2018-02-28,,2018-02-28,2387,18,903,4378,云端金融,7010,提现困难,7010,1,0,493,15.69,9.24,11.96,12.03,14,53569.6,29629.11,38917.9,23399.63,7847,1.61,3.53,8.03,10.64,
7010_2018-03-31,,2018-03-31,2737,8,817,4280,云端金融,7010,提现困难,7010,0,0,374,13.96,9.71,11.54,11.92,14,52772.31,42868.96,47461.64,42130.56,31019.65,1.29,3.17,6.47,9.59,
7010_2018-04-30,,2018-04-30,2294,8,705,4064,云端金融,7010,提现困难,7010,3,0,328,11.9,10.78,11.5,11.95,13.98,60816.47,72469.08,29962.38,85016.92,46804.29,1.34,3.01,6.69,9.65,
7010_2018-05-31,,2018-05-31,2524,5,801,4107,云端金融,7010,提现困难,7010,28,0,340,11.53,11.53,12.1,12,13.91,58870.08,89814.34,36121.18,97428.43,51600.88,1.43,3,7.17,9.38,
4300_2017-08-31,民营系,2017-08-31,4525,22,674,4158,普惠家,4300,normal,4300,2772,0,0,10.8,5.07,5.2,6.38,11.02,49.92,1550.53,1615.33,13967.48,16539.81,0.42,5.5,1.28,11.12,
4300_2017-09-30,民营系,2017-09-30,6385,16,605,3450,普惠家,4300,normal,4300,2407,0,3,10.8,5,5.2,5.73,10.95,6.93,592.09,964.5,14063.38,16244.07,0.28,5.15,0.84,10.59,
4300_2017-10-31,民营系,2017-10-31,5814,21,810,3767,普惠家,4300,normal,4300,3056,0,5,10.8,5,5.2,5.69,10.95,1.61,679.85,1025.33,14844.84,11430.01,0.19,4.61,0.42,9.72,
4300_2017-11-30,民营系,2017-11-30,6523,19,617,2865,普惠家,4300,normal,4300,2456,0,4,6.48,5,5,5,10.48,56.83,1231.57,5848.04,2978.61,17599.17,0.22,4.32,0.46,9.42,
4300_2017-12-31,民营系,2017-12-31,16457,24,611,2775,普惠家,4300,normal,4300,2482,0,3,6.48,5,5,5.57,10.44,22.12,331.5,5180.38,21229.65,18525.33,0.21,4.28,0.42,9.35,
4300_2018-01-31,民营系,2018-01-31,3967,19,586,2946,普惠家,4300,normal,4300,2299,0,11,0,5,5,5,10.39,0,4384.06,237,2452.88,12869.66,0.23,4.18,0.58,9.02,
4300_2018-02-28,民营系,2018-02-28,1428,11,350,1500,普惠家,4300,normal,4300,1218,0,3,0,5,5,5,10.27,0,738.43,3553.33,11143.62,8453.64,0.22,3.94,0.59,8.75,
4300_2018-03-31,民营系,2018-03-31,1899,13,412,1763,普惠家,4300,normal,4300,1536,0,1,0,5,5,5,10.43,0,4,653.83,3291.7,253.04,0.22,3.93,0.54,8.69,
4300_2018-04-30,民营系,2018-04-30,2422,8,334,1565,普惠家,4300,normal,4300,1242,0,1,0,5,5,5.04,10.63,0,1223.25,1699.65,15746,184.2,0.21,3.87,0.47,8.62,
4300_2018-05-31,民营系,2018-05-31,1844,7,472,2432,普惠家,4300,normal,4300,1573,0,19,0,5,5,5,10.47,0,1136.2,2555.77,43180.92,15217.75,0.21,3.84,0.73,8.53,
4300_2018-06-30,民营系,2018-06-30,1848,6,502,2273,普惠家,4300,normal,4300,1395,0,20,0,5,5,5,10.37,0,7430,3247,16019.57,25824.69,0.21,3.7,1.06,8.41,
4300_2018-07-31,民营系,2018-07-31,2353,8,566,2593,普惠家,4300,normal,4300,1502,0,42,0,5,5,5,10.37,0,1580.31,16153.74,13946.45,23047.52,0.21,3.58,1.07,8.25,
2052_2017-08-31,民营系,2017-08-31,419,40,440,679,聚车金融,2052,normal,2052,711,1,372,12.17,12,0,0,0,1564.04,3123.2,0,0,0,4.36,12.24,16.87,34.05,
2052_2017-09-30,民营系,2017-09-30,415,48,522,683,聚车金融,2052,normal,2052,1312,0,397,11.21,11.5,0,0,0,1861.52,1915,0,0,0,4.34,14.34,15.78,35.64,
2052_2017-10-31,民营系,2017-10-31,601,31,469,860,聚车金融,2052,normal,2052,1238,0,326,11.02,11.05,0,0,0,4046.01,9616.2,0,0,0,3.64,14.52,13.38,35.11,
2052_2017-11-30,民营系,2017-11-30,455,35,517,896,聚车金融,2052,normal,2052,1225,0,370,11.01,11.5,12,12,0,5950.12,20289,3213.5,45884,0,3.38,12.86,12.3,31.94,
2052_2017-12-31,民营系,2017-12-31,390,38,549,906,聚车金融,2052,normal,2052,1403,0,405,10.96,11.5,0,12,0,6207.92,18867.12,0,16679.74,0,3.02,14.74,11.13,33.53,
2052_2018-01-31,民营系,2018-01-31,610,42,617,879,聚车金融,2052,normal,2052,1743,0,421,11.16,11.02,11.5,12,0,3208.79,6503.23,20618.5,4130.39,0,3,15.11,9.66,33.91,
2052_2018-02-28,民营系,2018-02-28,318,39,573,879,聚车金融,2052,normal,2052,1995,0,367,11.02,11.01,11.5,12,0,2516.8,2868.46,16474,4631.4,0,2.86,13.71,9.93,33.19,
2052_2018-03-31,民营系,2018-03-31,290,48,612,839,聚车金融,2052,normal,2052,3701,0,13,10.52,10.66,11.57,0,0,744.6,2348.19,450.28,0,0,1.67,13.89,4.32,32.92,
2052_2018-04-30,民营系,2018-04-30,304,35,578,809,聚车金融,2052,normal,2052,3105,0,21,10.52,11,11.5,0,0,1339.61,33343,2764.46,0,0,1.9,13.56,5.45,33.54,
2052_2018-05-31,民营系,2018-05-31,254,45,613,857,聚车金融,2052,normal,2052,3208,0,30,10.51,10.75,0,0,0,2735.51,2645.96,0,0,0,1.95,13.82,5.74,33.71,
2052_2018-06-30,民营系,2018-06-30,248,37,559,890,聚车金融,2052,normal,2052,2912,0,28,10.51,11,0,0,0,5217,7331.93,0,0,0,2.2,12.41,6.82,33.62,
